Boat Type Main,Length,Width,Material,Boat Condition,Engine Type,Country,Price_Range_€,Price_Eur,N. views 7d grouped,N. views last 7d,Age Group,Year Built,F1
Flybridge,19,5,GRP,Used boat,Unknown,Croatia,300K-1M,649000,Low (1-70),67,2001-2010,2008,7192
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,119000,Low (1-70),67,1991-2000,1995,7193
Motor Yacht,17,5,Unknown,Used boat,Unknown,Italy,300K-1M,330000,Low (1-70),67,2001-2010,2007,7194
Offshore Boat,15,3,GRP,Used boat,Unknown,United Kingdom,150K-300K,239250,Low (1-70),67,2011-2015,2014,7195
Motor Yacht,14,4,GRP,Used boat,Unknown,Italy,150K-300K,199000,Low (1-70),67,2001-2010,2004,7196
Motor Yacht,12,4,GRP,Used boat,Unknown,France,300K-1M,325000,Low (1-70),67,2011-2015,2013,7197
Sport Boat,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,54950,Low (1-70),67,2016-2020,2018,7198
Pilothouse,7,3,Unknown,new boat from stock,Unknown,France,lower_50K,49190,Low (1-70),67,Unknown,2020,7199
Hardtop,10,3,PVC,new boat from stock,Unknown,France,150K-300K,193920,Low (1-70),67,Unknown,2020,7200
Center console boat,11,4,GRP,Used boat,Unknown,Italy,50K-150K,58000,Low (1-70),67,1991-2000,1998,7201
Trawler,10,3,Steel,Used boat,Unknown,Netherlands,50K-150K,89000,Low (1-70),67,2011-2015,2010,7202
Bowrider,7,2,GRP,new boat on order,Unknown,Germany,50K-150K,58100,Low (1-70),67,Unknown,2020,7203
Motor Yacht,12,4,Unknown,Used boat,Unknown,Italy,50K-150K,148000,Low (1-70),66,2001-2010,2008,7204
Motor Yacht,12,3,GRP,Used boat,Unknown,Croatia,150K-300K,213000,Low (1-70),66,2001-2010,2007,7205
Motor Yacht,16,4,GRP,Used boat,Unknown,Monaco,150K-300K,290000,Low (1-70),66,2001-2010,2007,7206
Wakeboard/Wakesurf,8,3,GRP,new boat on order,Unknown,Germany,150K-300K,179500,Low (1-70),66,Unknown,2020,7207
Flybridge,14,4,GRP,Used boat,Unknown,Greece,150K-300K,249900,Low (1-70),66,2001-2010,2004,7208
Flybridge,19,5,GRP,Used boat,Unknown,Netherlands,Higher_1M,1695000,Low (1-70),66,2016-2020,2017,7209
Motor Yacht,19,5,GRP,Used boat,Unknown,Italy,Higher_1M,1180000,Low (1-70),66,2011-2015,2013,7210
Deck Boat,8,3,PVC,Used boat,Unknown,France,50K-150K,53800,Low (1-70),66,2011-2015,2012,7211
Trawler,14,4,GRP,Used boat,Unknown,Netherlands,Higher_1M,29832540,Low (1-70),66,2016-2020,2016,7212
Motor Yacht,14,4,Steel,Used boat,Unknown,Netherlands,150K-300K,159000,Low (1-70),66,1991-2000,1993,7213
Hardtop,15,4,Unknown,Used boat,Unknown,Croatia,150K-300K,279000,Low (1-70),66,2001-2010,2007,7214
Motor Yacht,16,5,GRP,new boat from stock,Unknown,Netherlands,Higher_1M,1027774,Low (1-70),66,2016-2020,2018,7215
Flybridge,19,5,GRP,Used boat,Unknown,Croatia,Higher_1M,1100000,Low (1-70),66,2016-2020,2017,7216
Trawler,22,6,GRP,Used boat,Unknown,Slovenia,Higher_1M,1190000,Low (1-70),66,2001-2010,2008,7217
Pilothouse,6,3,PVC,Used boat,Unknown,France,lower_50K,22000,Low (1-70),66,2011-2015,2010,7218
Flybridge,11,4,PVC,Used boat,Unknown,France,150K-300K,269000,Low (1-70),66,2016-2020,2017,7219
Hardtop,14,4,GRP,Used boat,Unknown,Denmark,Higher_1M,27079800,Low (1-70),66,Unknown,2020,7220
Motor Yacht,26,7,GRP,Used boat,Unknown,Spain,Higher_1M,1450000,Low (1-70),66,2001-2010,2004,7221
Pilothouse,6,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,3483820,Low (1-70),66,Unknown,2020,7222
Pilothouse,6,2,Unknown,new boat from stock,Unknown,United Kingdom,lower_50K,23707.5,Low (1-70),66,2016-2020,2018,7223
Flybridge,16,5,GRP,Used boat,Unknown,Croatia,150K-300K,280000,Low (1-70),66,2001-2010,2005,7224
Flybridge,13,4,Unknown,new boat from stock,Unknown,Spain,300K-1M,472500,Low (1-70),66,2016-2020,2019,7225
Deck Boat,8,3,PVC,Used boat,Unknown,France,50K-150K,55000,Low (1-70),66,2011-2015,2012,7226
Motor Yacht,13,4,GRP,new boat from stock,Unknown,Poland,150K-300K,251388,Low (1-70),66,Unknown,2020,7227
Cabin Boat,12,4,GRP,Used boat,Unknown,Spain,150K-300K,220000,Low (1-70),66,2011-2015,2010,7228
Runabout,8,2,Unknown,Used boat,Unknown,Netherlands,lower_50K,49500,Low (1-70),66,2001-2010,2001,7229
Sport Boat,6,2,GRP,new boat from stock,Unknown,Germany,50K-150K,58850,Low (1-70),66,Unknown,2020,7230
Flybridge,27,6,GRP,Used boat,Unknown,Italy,Higher_1M,2000000,Low (1-70),66,2001-2010,2009,7231
Flybridge,18,5,GRP,Used boat,Unknown,Italy,300K-1M,430000,Low (1-70),66,2001-2010,2008,7232
Sport Boat,7,3,GRP,new boat on order,Unknown,Germany,lower_50K,42200,Low (1-70),66,Unknown,2020,7233
Center console boat,7,3,PVC,Used boat,Unknown,France,50K-150K,59000,Low (1-70),66,2016-2020,2019,7234
Runabout,8,2,Unknown,Used boat,Unknown,Netherlands,lower_50K,39500,Low (1-70),66,2001-2010,2000,7235
Motor Yacht,17,5,GRP,Used boat,Unknown,Spain,150K-300K,185000,Low (1-70),66,2001-2010,2002,7236
Hardtop,13,4,GRP,Used boat,Unknown,Italy,300K-1M,310000,Low (1-70),66,2011-2015,2012,7237
Motor Yacht,12,3,GRP,Used boat,Unknown,Germany,150K-300K,170000,Low (1-70),66,2016-2020,2018,7238
Flybridge,11,4,GRP,Used boat,Unknown,Croatia,50K-150K,75000,Low (1-70),66,2001-2010,2000,7239
Bowrider,5,2,GRP,new boat on order,Unknown,Germany,lower_50K,26900,Low (1-70),66,Unknown,2020,7240
Motor Yacht,16,4,Unknown,Used boat,Unknown,Italy,150K-300K,232000,Low (1-70),66,2001-2010,2006,7241
Flybridge,16,4,Unknown,Used boat,Unknown,Finland,300K-1M,349000,Low (1-70),66,2011-2015,2012,7242
Motor Yacht,15,4,GRP,Used boat,Unknown,Italy,300K-1M,319900,Low (1-70),66,2011-2015,2012,7243
Flybridge,13,4,PVC,Used boat,Unknown,France,150K-300K,199900,Low (1-70),66,2011-2015,2010,7244
Sport Boat,13,4,GRP,Used boat,Unknown,Italy,50K-150K,120000,Low (1-70),66,2001-2010,2005,7245
Flybridge,27,6,GRP,Used boat,Unknown,Portugal,Higher_1M,3400000,Low (1-70),66,2011-2015,2011,7246
Cabin Boat,7,2,GRP,new boat from stock,Unknown,Germany,50K-150K,59900,Low (1-70),66,Unknown,2020,7247
Flybridge,18,5,Unknown,Used boat,Unknown,Germany,300K-1M,475000,Low (1-70),66,2001-2010,2006,7248
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,65000,Low (1-70),66,2016-2020,2018,7249
Motor Yacht,18,5,Unknown,Used boat,Unknown,Italy,150K-300K,298000,Low (1-70),66,2001-2010,2002,7250
Motor Yacht,11,4,GRP,Used boat,Unknown,Spain,150K-300K,218000,Low (1-70),66,2016-2020,2015,7251
Flybridge,13,4,Steel,Used boat,Unknown,Netherlands,50K-150K,109500,Low (1-70),66,1991-2000,1996,7252
Pilothouse,7,3,PVC,new boat from stock,Unknown,United Kingdom,lower_50K,46105.65,Low (1-70),66,2016-2020,2018,7253
Trawler,8,3,Steel,Unknown,Diesel,Germany,lower_50K,12990,Low (1-70),66,1976-1990,1976,7254
Fishing Boat,13,4,GRP,Used boat,Unknown,Italy,150K-300K,180000,Low (1-70),66,2001-2010,2005,7255
Deck Boat,9,3,PVC,Used boat,Unknown,France,50K-150K,83000,Low (1-70),66,2016-2020,2018,7256
Pilothouse,7,3,PVC,Used boat,Unknown,France,lower_50K,43000,Low (1-70),66,2016-2020,2016,7257
Wakeboard/Wakesurf,8,3,GRP,new boat on order,Unknown,Germany,50K-150K,118500,Low (1-70),66,Unknown,2020,7258
Sport Boat,7,2,GRP,new boat from stock,Unknown,Germany,lower_50K,39500,Low (1-70),66,2011-2015,2010,7259
Flybridge,24,6,Unknown,Used boat,Unknown,Italy,Higher_1M,1900000,Low (1-70),66,2001-2010,2007,7260
Center console boat,6,2,PVC,new boat from stock,Unknown,France,lower_50K,49900,Low (1-70),66,Unknown,2020,7261
Trawler,12,4,Unknown,Used boat,Unknown,Italy,50K-150K,95000,Low (1-70),66,1976-1990,1976,7262
Trawler,15,3,Steel,Used boat,Unknown,Netherlands,50K-150K,58000,Low (1-70),66,1900-1975,1906,7263
Flybridge,13,4,PVC,Used boat,Unknown,France,50K-150K,89990,Low (1-70),66,1991-2000,1998,7264
Flybridge,21,5,Unknown,Used boat,Unknown,Netherlands,Higher_1M,1950000,Low (1-70),66,2016-2020,2015,7265
Flybridge,16,5,GRP,Used boat,Unknown,Italy,150K-300K,289000,Low (1-70),66,2001-2010,2005,7266
Hardtop,9,3,PVC,Used boat,Unknown,Croatia,50K-150K,125000,Low (1-70),65,2011-2015,2012,7267
Motor Yacht,18,5,GRP,Used boat,Unknown,France,300K-1M,695000,Low (1-70),65,2011-2015,2010,7268
Center console boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,29000,Low (1-70),65,2001-2010,2005,7269
Flybridge,14,4,GRP,Used boat,Unknown,Italy,150K-300K,179000,Low (1-70),65,2001-2010,2003,7270
Pontoon Boat,12,4,GRP,Used boat,Unknown,Italy,50K-150K,145000,Low (1-70),65,2001-2010,2002,7271
Motor Yacht,14,4,GRP,Used boat,Unknown,Italy,50K-150K,145000,Low (1-70),65,2001-2010,2006,7272
Center console boat,9,2,Unknown,Used boat,Unknown,Malta,50K-150K,52000,Low (1-70),65,2016-2020,2019,7273
Sport Boat,7,3,GRP,Used boat,Unknown,Croatia,lower_50K,35000,Low (1-70),65,2001-2010,2009,7274
Flybridge,16,5,Unknown,Used boat,Unknown,Spain,300K-1M,340000,Low (1-70),65,2011-2015,2010,7275
Bowrider,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,30825,Low (1-70),65,2016-2020,2019,7276
Trawler,14,4,GRP,Used boat,Unknown,Germany,300K-1M,339000,Low (1-70),65,2001-2010,2005,7277
Motor Yacht,21,6,Unknown,Unknown,Diesel,Spain,300K-1M,389000,Low (1-70),65,1991-2000,1998,7278
Hardtop,14,4,PVC,Used boat,Unknown,France,300K-1M,349000,Low (1-70),65,2011-2015,2013,7279
Flybridge,23,6,Wood,Used boat,Unknown,Italy,150K-300K,270000,Low (1-70),65,1991-2000,1991,7280
Motor Yacht,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,94500,Low (1-70),65,2001-2010,2001,7281
Motor Yacht,19,5,GRP,Used boat,Unknown,Croatia,300K-1M,750000,Low (1-70),65,2011-2015,2010,7282
Flybridge,10,4,Unknown,Used boat,Unknown,Italy,50K-150K,92000,Low (1-70),65,2001-2010,2009,7283
Motor Yacht,16,5,GRP,Used boat,Unknown,Netherlands,150K-300K,269000,Low (1-70),65,1991-2000,1999,7284
Motor Yacht,19,5,GRP,Used boat,Unknown,Croatia,300K-1M,539000,Low (1-70),65,2001-2010,2007,7285
Motor Yacht,10,3,Unknown,Unknown,Diesel,Germany,150K-300K,200000,Low (1-70),65,2011-2015,2012,7286
Motor Yacht,11,3,Unknown,Used boat,Unknown,Malta,50K-150K,85000,Low (1-70),65,2011-2015,2011,7287
Sport Boat,9,3,GRP,new boat from stock,Unknown,Germany,150K-300K,203900,Low (1-70),65,Unknown,2020,7288
Sport Boat,10,3,GRP,Used boat,Unknown,Italy,50K-150K,69000,Low (1-70),65,2001-2010,2009,7289
Flybridge,13,4,GRP,Used boat,Unknown,Netherlands,50K-150K,135000,Low (1-70),65,1991-2000,1996,7290
Motor Yacht,15,4,PVC,Used boat,Unknown,Spain,150K-300K,170000,Low (1-70),65,2001-2010,2007,7291
Pilothouse,8,3,PVC,Used boat,Unknown,France,lower_50K,49900,Low (1-70),65,2016-2020,2015,7292
Flybridge,16,5,GRP,Used boat,Unknown,Germany,150K-300K,295000,Low (1-70),65,2001-2010,2007,7293
Motor Yacht,16,4,GRP,Used boat,Unknown,Croatia,300K-1M,749999,Low (1-70),65,2011-2015,2014,7294
Motor Yacht,18,5,GRP,Used boat,Unknown,Turkey,300K-1M,865650,Low (1-70),65,2016-2020,2018,7295
Motor Yacht,9,3,Unknown,Used boat,Unknown,Italy,50K-150K,79000,Low (1-70),65,2011-2015,2011,7296
Motor Yacht,12,4,GRP,new boat from stock,Unknown,Germany,300K-1M,379000,Low (1-70),65,Unknown,2020,7297
House Boat,13,4,GRP,new boat from stock,Unknown,Poland,150K-300K,195000,Low (1-70),65,Unknown,2020,7298
Pilothouse,9,3,PVC,new boat from stock,Unknown,France,lower_50K,39000,Low (1-70),65,2016-2020,2018,7299
Trawler,10,4,PVC,Used boat,Unknown,France,150K-300K,210000,Low (1-70),65,2016-2020,2019,7300
Motor Yacht,14,4,GRP,Used boat,Unknown,Croatia,150K-300K,213000,Low (1-70),65,2001-2010,2007,7301
Flybridge,13,4,GRP,Used boat,Unknown,Italy,150K-300K,245000,Low (1-70),65,2011-2015,2011,7302
Pilothouse,9,3,Unknown,Used boat,Unknown,France,50K-150K,69000,Low (1-70),65,2016-2020,2015,7303
Trawler,11,4,Steel,Used boat,Unknown,Netherlands,50K-150K,89000,Low (1-70),65,1991-2000,1998,7304
Motor Yacht,12,4,GRP,Used boat,Unknown,Netherlands,150K-300K,189000,Low (1-70),65,2001-2010,2004,7305
Trawler,14,4,PVC,Used boat,Unknown,Netherlands,50K-150K,109500,Low (1-70),65,1976-1990,1985,7306
Motor Yacht,11,4,PVC,new boat on order,Unknown,France,300K-1M,348000,Low (1-70),65,Unknown,2020,7307
Flybridge,21,5,PVC,Used boat,Unknown,Thailand,Higher_1M,1950000,Low (1-70),65,2016-2020,2015,7308
Center console boat,8,3,GRP,new boat from stock,Unknown,Germany,lower_50K,36414,Low (1-70),65,Unknown,2020,7309
Sport Boat,10,3,PVC,new boat from stock,Unknown,Spain,50K-150K,147220,Low (1-70),65,2016-2020,2019,7310
Cabin Boat,7,2,GRP,new boat on order,Unknown,Spain,50K-150K,71900,Low (1-70),65,Unknown,2020,7311
Motor Yacht,15,3,Steel,Used boat,Unknown,Netherlands,300K-1M,395000,Low (1-70),65,1900-1975,1910,7312
Flybridge,23,6,Unknown,Unknown,Diesel,Greece,Higher_1M,1250000,Low (1-70),65,2011-2015,2010,7313
Hardtop,12,4,GRP,Used boat,Unknown,Turkey,150K-300K,155000,Low (1-70),65,2011-2015,2013,7314
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,57000,Low (1-70),65,2016-2020,2016,7315
Motor Yacht,25,6,GRP,Used boat,Unknown,Germany,Higher_1M,1500000,Low (1-70),65,2001-2010,2008,7316
Hardtop,16,4,GRP,Used boat,Unknown,Italy,300K-1M,400000,Low (1-70),65,2011-2015,2010,7317
Launch,6,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,1335340,Low (1-70),65,Unknown,2020,7318
Motor Yacht,16,5,Unknown,Used boat,Unknown,Portugal,300K-1M,325000,Low (1-70),65,2001-2010,2006,7319
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,50K-150K,55000,Low (1-70),65,2001-2010,2007,7320
Trawler,11,4,GRP,Used boat,Unknown,Netherlands,50K-150K,79000,Low (1-70),65,1976-1990,1978,7321
Flybridge,13,4,Unknown,Used boat,Unknown,Italy,150K-300K,238000,Low (1-70),65,2001-2010,2006,7322
Motor Yacht,27,7,Unknown,Used boat,Unknown,Italy,Higher_1M,2490000,Low (1-70),65,1900-1975,1962,7323
Pilothouse,7,3,PVC,Used boat,Unknown,France,50K-150K,59900,Low (1-70),65,Unknown,2020,7324
Trawler,18,5,Steel,Used boat,Unknown,Netherlands,300K-1M,495000,Low (1-70),65,1991-2000,1991,7325
Center console boat,13,4,GRP,Used boat,Unknown,Italy,50K-150K,135000,Low (1-70),65,2001-2010,2005,7326
Cabin Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,45000,Low (1-70),65,2001-2010,2007,7327
Hardtop,9,3,PVC,Used boat,Unknown,France,50K-150K,148000,Low (1-70),65,2016-2020,2018,7328
Runabout,8,3,GRP,new boat from stock,Unknown,Germany,50K-150K,69999,Low (1-70),65,Unknown,2020,7329
Hardtop,16,5,GRP,Used boat,Unknown,Spain,150K-300K,285360,Low (1-70),65,2001-2010,2008,7330
Flybridge,16,5,GRP,Used boat,Unknown,Croatia,300K-1M,339900,Low (1-70),64,2001-2010,2007,7331
Cabin Boat,8,3,GRP,new boat on order,Unknown,Germany,50K-150K,95999,Low (1-70),64,Unknown,2020,7332
Trawler,8,3,Unknown,Used boat,Unknown,Germany,lower_50K,39800,Low (1-70),64,1991-2000,1999,7333
Sport Boat,7,2,GRP,new boat on order,Unknown,Germany,lower_50K,49999,Low (1-70),64,Unknown,2020,7334
Sport Boat,9,3,GRP,Unknown,Unleaded,Germany,lower_50K,32000,Low (1-70),64,1991-2000,1996,7335
Sport Boat,6,2,GRP,new boat on order,Unknown,Germany,lower_50K,41900,Low (1-70),64,Unknown,2020,7336
Flybridge,16,5,GRP,Used boat,Unknown,Croatia,300K-1M,319000,Low (1-70),64,2001-2010,2007,7337
Pilothouse,7,3,GRP,new boat from stock,Unknown,Slovenia,50K-150K,59500,Low (1-70),64,2016-2020,2019,7338
Pilothouse,9,3,PVC,new boat from stock,Unknown,France,50K-150K,119700,Low (1-70),64,2016-2020,2019,7339
Hardtop,10,3,PVC,Used boat,Unknown,France,50K-150K,90000,Low (1-70),64,2011-2015,2011,7340
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,29000,Low (1-70),64,2001-2010,2000,7341
Flybridge,15,4,GRP,Used boat,Unknown,Portugal,150K-300K,215000,Low (1-70),64,2001-2010,2006,7342
Motor Yacht,15,4,Steel,Used boat,Unknown,Netherlands,150K-300K,249500,Low (1-70),64,2001-2010,2005,7343
Sport Boat,3,1,Unknown,new boat from stock,Unknown,Denmark,150K-300K,193214,Low (1-70),64,Unknown,2020,7344
Trawler,15,5,Unknown,Used boat,Unknown,France,300K-1M,655000,Low (1-70),64,2001-2010,2004,7345
Classic,7,2,Wood,Used boat,Unknown,Germany,lower_50K,44500,Low (1-70),64,1900-1975,1968,7346
Sport Boat,10,3,PVC,Used boat,Unknown,Turkey,50K-150K,69500,Low (1-70),64,1991-2000,1995,7347
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,56995,Low (1-70),64,1976-1990,1982,7348
Hardtop,14,4,PVC,Used boat,Unknown,France,300K-1M,358000,Low (1-70),64,2016-2020,2017,7349
Motor Yacht,11,4,Unknown,Used boat,Unknown,Spain,50K-150K,109000,Low (1-70),64,2001-2010,2009,7350
Trawler,11,4,Steel,Used boat,Unknown,Netherlands,lower_50K,49000,Low (1-70),64,1976-1990,1987,7351
Flybridge,17,5,GRP,Used boat,Unknown,Croatia,300K-1M,625000,Low (1-70),64,2011-2015,2011,7352
Motor Yacht,16,4,GRP,Used boat,Unknown,United Kingdom,300K-1M,504556.5,Low (1-70),64,2011-2015,2014,7353
Flybridge,11,4,GRP,Used boat,Unknown,Italy,50K-150K,59000,Low (1-70),64,1976-1990,1982,7354
Motor Yacht,27,7,GRP,Used boat,Unknown,Italy,Higher_1M,2100000,Low (1-70),64,2001-2010,2007,7355
Bowrider,5,2,PVC,Used boat,Unknown,Slovakia,lower_50K,25990,Low (1-70),64,2016-2020,2017,7356
Mega Yacht,20,6,GRP,Used boat,Unknown,Croatia,300K-1M,599000,Low (1-70),64,2001-2010,2000,7357
Trawler,16,5,Steel,Used boat,Unknown,Netherlands,150K-300K,235000,Low (1-70),64,1991-2000,1994,7358
Flybridge,15,5,Unknown,Used boat,Unknown,Spain,150K-300K,189000,Low (1-70),64,1991-2000,1998,7359
Motor Yacht,24,6,GRP,Used boat,Unknown,Croatia,300K-1M,720000,Low (1-70),64,2001-2010,2003,7360
Sport Boat,8,3,GRP,Used boat,Unknown,Portugal,lower_50K,30000,Low (1-70),64,1991-2000,1997,7361
Sport Boat,5,2,Unknown,new boat from stock,Unknown,Germany,lower_50K,25900,Low (1-70),64,2016-2020,2015,7362
Pilothouse,7,2,PVC,new boat from stock,Unknown,France,lower_50K,41500,Low (1-70),64,2016-2020,2018,7363
Trawler,30,7,Steel,Used boat,Unknown,Netherlands,150K-300K,199500,Low (1-70),64,1900-1975,1968,7364
Deck Boat,8,3,PVC,Used boat,Unknown,France,50K-150K,58900,Low (1-70),64,2011-2015,2012,7365
Sport Boat,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,35900,Low (1-70),64,Unknown,2020,7366
Center console boat,6,2,PVC,new boat from stock,Unknown,Spain,50K-150K,58729,Low (1-70),64,2016-2020,2019,7367
Flybridge,16,5,PVC,Used boat,Unknown,France,300K-1M,675000,Low (1-70),64,2016-2020,2017,7368
Motor Yacht,22,5,GRP,Used boat,Unknown,Greece,300K-1M,595000,Low (1-70),64,2001-2010,2006,7369
Flybridge,16,5,GRP,Used boat,Unknown,Italy,300K-1M,790000,Low (1-70),64,2011-2015,2013,7370
Flybridge,15,4,PVC,Used boat,Unknown,France,150K-300K,175000,Low (1-70),64,2001-2010,2004,7371
Motor Yacht,19,5,Unknown,Used boat,Unknown,Croatia,150K-300K,158000,Low (1-70),64,1991-2000,1990,7372
Hardtop,15,5,GRP,Used boat,Unknown,Italy,150K-300K,270000,Low (1-70),64,2001-2010,2009,7373
Motor Yacht,13,4,GRP,Used boat,Unknown,Netherlands,150K-300K,209000,Low (1-70),64,2001-2010,2001,7374
Pontoon Boat,6,2,Aluminium,new boat from stock,Unknown,Portugal,lower_50K,38275,Low (1-70),64,2016-2020,2019,7375
Motor Yacht,13,4,GRP,new boat from stock,Unknown,Netherlands,300K-1M,397500,Low (1-70),64,2016-2020,2017,7376
Hardtop,15,5,Unknown,Used boat,Unknown,Italy,150K-300K,285000,Low (1-70),64,2001-2010,2009,7377
Motor Yacht,14,4,GRP,Used boat,Unknown,Greece,150K-300K,265000,Low (1-70),64,2001-2010,2009,7378
Sport Boat,9,3,GRP,Used boat,Unknown,Spain,lower_50K,47000,Low (1-70),64,2001-2010,2005,7379
Flybridge,11,3,PVC,Used boat,Unknown,France,150K-300K,210000,Low (1-70),64,2016-2020,2016,7380
Sport Boat,5,2,GRP,new boat from stock,Unknown,Germany,lower_50K,9575,Low (1-70),64,2016-2020,2016,7381
Motor Yacht,23,6,GRP,Used boat,Unknown,Italy,Higher_1M,1500000,Low (1-70),64,2001-2010,2007,7382
Flybridge,12,4,GRP,Used boat,Unknown,Italy,50K-150K,112000,Low (1-70),64,1991-2000,1997,7383
Trawler,13,4,Steel,Used boat,Unknown,Germany,150K-300K,268000,Low (1-70),64,2001-2010,2008,7384
Motor Yacht,20,6,Unknown,Used boat,Unknown,Venezuela,Higher_1M,1190000,Low (1-70),64,2001-2010,2008,7385
Deck Boat,6,2,Unknown,new boat from stock,Unknown,Italy,lower_50K,16500,Low (1-70),64,Unknown,2020,7386
Runabout,16,5,GRP,Used boat,Unknown,Italy,150K-300K,290000,Low (1-70),63,2001-2010,2003,7387
Motor Yacht,15,4,GRP,Used boat,Unknown,Croatia,300K-1M,625000,Low (1-70),63,2016-2020,2019,7388
Motor Yacht,12,4,GRP,Used boat,Unknown,Italy,50K-150K,150000,Low (1-70),63,2001-2010,2008,7389
Trawler,12,4,GRP,Used boat,Unknown,Croatia,50K-150K,95000,Low (1-70),63,1991-2000,1990,7390
Sport Boat,7,3,GRP,Used boat,Unknown,Croatia,lower_50K,35000,Low (1-70),63,2001-2010,2009,7391
Cabin Boat,7,3,GRP,Used boat,Unknown,Italy,lower_50K,24500,Low (1-70),63,1976-1990,1988,7392
Flybridge,11,4,PVC,Used boat,Unknown,France,300K-1M,335000,Low (1-70),63,2016-2020,2019,7393
Flybridge,19,5,GRP,new boat from stock,Unknown,Netherlands,300K-1M,906100,Low (1-70),63,Unknown,2020,7394
Motor Yacht,14,4,Steel,Used boat,Unknown,Netherlands,50K-150K,124500,Low (1-70),63,2001-2010,2007,7395
Sport Boat,7,2,GRP,Used boat,Unknown,Croatia,lower_50K,33000,Low (1-70),63,2001-2010,2008,7396
Motor Yacht,23,5,GRP,Used boat,Unknown,Italy,300K-1M,670000,Low (1-70),63,2001-2010,2007,7397
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,89000,Low (1-70),63,2016-2020,2018,7398
Flybridge,11,4,GRP,Used boat,Unknown,Italy,50K-150K,89000,Low (1-70),63,2001-2010,2003,7399
Passenger boat,14,3,Steel,Used boat,Unknown,Netherlands,50K-150K,134500,Low (1-70),63,1900-1975,1940,7400
Motor Yacht,17,5,GRP,Used boat,Unknown,Spain,150K-300K,259000,Low (1-70),63,2001-2010,2001,7401
Motor Yacht,17,5,GRP,new boat from stock,Unknown,Italy,Higher_1M,1567638,Low (1-70),63,Unknown,2020,7402
Cabin Boat,9,3,Rubber,Used boat,Unknown,Spain,50K-150K,55000,Low (1-70),63,1991-2000,1991,7403
Cabin Boat,7,3,GRP,Used boat,Unknown,Netherlands,lower_50K,39900,Low (1-70),63,2001-2010,2002,7404
Flybridge,13,4,GRP,new boat from stock,Unknown,Germany,300K-1M,599000,Low (1-70),63,Unknown,2020,7405
Flybridge,25,6,GRP,Used boat,Unknown,Italy,300K-1M,580000,Low (1-70),63,1991-2000,1999,7406
Motor Yacht,14,4,GRP,Used boat,Unknown,Germany,300K-1M,599000,Low (1-70),63,Unknown,2020,7407
Motor Yacht,14,4,Steel,Used boat,Unknown,Netherlands,150K-300K,197500,Low (1-70),63,2001-2010,2002,7408
Hardtop,15,4,PVC,Used boat,Unknown,France,150K-300K,256000,Low (1-70),63,2011-2015,2010,7409
Flybridge,21,5,GRP,Used boat,Unknown,Greece,Higher_1M,1195000,Low (1-70),63,2001-2010,2008,7410
Runabout,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,53999,Low (1-70),63,Unknown,2020,7411
House Boat,18,5,Steel,Used boat,Unknown,Netherlands,150K-300K,185000,Low (1-70),63,2001-2010,2009,7412
