Year Built,Price_Eur,Length,Width,N. views last 7d
1974,79200.0,5.8,2.12,315
2020,99744.0,7.01,2.5,315
2002,85000.0,12.91,2.5,315
2007,31104.0,5.79,2.43,315
2020,127000.0,9.96,6.31,314
1979,29000.0,11.0,3.78,314
1990,120000.0,9.52,2.71,314
1976,19900.0,9.0,3.2,314
2014,46000.0,6.4,2.52,314
1990,21600.0,7.55,2.51,314
1999,295000.0,18.0,5.5,314
1980,50000.0,12.0,3.4,314
1990,32500.0,8.85,2.9,314
2004,220000.0,16.02,4.4,313
1978,30000.0,7.8,2.67,313
1990,17280.0,6.0,2.45,313
2000,38304.0,7.6,2.55,313
2006,375000.0,16.3,4.65,312
2002,390000.0,13.4,3.88,312
1988,37392.0,7.15,2.63,312
2021,98081.28,7.01,2.59,312
1998,280000.0,14.98,4.88,312
1993,46080.0,10.62,3.35,312
1995,40000.0,9.6,3.25,311
2008,28000.0,7.26,2.68,311
2019,121440.0,7.25,2.5,311
2021,1200000.0,16.0,7.0,311
1979,15500.0,7.0,2.5,311
1965,499000.0,33.0,6.0,311
1971,91200.0,5.8,2.1,310
2008,26900.0,6.5,2.59,310
2004,629000.0,22.85,5.51,310
1988,32590.0,11.28,3.68,309
2007,89000.0,8.5,2.59,309
2020,278789.0,9.8,3.19,309
1992,37440.0,7.8,2.5,309
2001,14900.0,8.3,3.0,309
1958,32000.0,5.4,1.9,309
2020,67680.0,6.55,2.59,308
1999,43200.0,7.47,2.5,308
2018,27900.0,6.5,2.48,308
2002,87000.0,9.6,3.4,308
2021,202560.0,10.1,2.76,307
1989,58000.0,12.8,4.0,307
2004,70000.0,8.25,3.05,307
1996,104640.0,8.5,3.0,306
2019,154644.0,7.85,2.49,306
2016,80500.0,7.46,2.59,306
1977,32000.0,6.45,2.45,306
1996,25000.0,8.5,3.0,306
2012,100000.0,11.3,3.6,306
2020,24050000.0,47.6,9.6,304
1996,38400.0,7.8,2.65,304
2020,84950.0,6.84,2.45,304
1974,6000000.0,45.0,7.47,304
2018,28320.0,5.47,2.29,304
1975,9500.0,9.0,3.0,303
2002,26000.0,8.5,2.95,303
2021,78564.48,6.4,2.54,303
2019,72000.0,6.8,2.54,303
2014,160000.0,7.6,2.25,303
2001,30000.0,8.05,2.3,303
2010,195000.0,13.5,4.25,302
2000,38000.0,7.5,2.55,302
1999,59000.0,12.0,3.5,302
1998,155000.0,12.65,3.8,302
2020,34900.0,7.45,2.5,301
2017,430000.0,13.93,4.1,301
2019,161511.36,7.88,2.46,301
1996,56640.0,5.9,2.15,301
2006,49900.0,9.0,2.59,301
2020,40579.2,5.49,2.2,300
2020,19190.4,5.03,2.12,300
1972,60000.0,5.8,2.1,300
2002,63999.0,10.6,3.54,299
2020,73190.4,7.88,2.55,299
2017,90000.0,9.07,3.27,298
1988,24500.0,8.74,3.2,298
2010,37000.0,7.3,2.0,298
2020,143550.0,7.01,2.5,298
2013,60000.0,7.25,2.57,298
2012,152640.0,9.45,3.05,297
1989,85440.0,6.8,2.35,297
2004,22000.0,6.65,2.54,297
1994,62400.0,10.4,3.2,297
1993,49500.0,10.5,3.7,297
1996,25000.0,7.5,2.5,296
2012,5600000.0,30.6,7.25,296
2020,55862.4,6.82,2.45,296
2000,40000.0,9.0,2.99,296
2020,62800.0,9.0,3.6,296
2018,89900.0,8.76,2.99,296
2020,11800.0,6.1,2.5,296
2000,31900.0,9.0,2.0,295
2017,224000.0,9.85,3.25,295
2020,34800.0,7.75,2.55,295
1974,52608.0,5.1,2.0,295
1997,24990.0,9.07,2.95,295
2020,11699.0,5.05,2.12,295
2002,49800.0,8.56,2.87,294
2001,45000.0,9.85,3.3,294
1959,77582.0,6.06,2.15,294
2020,65710.08,6.8,2.55,294
1993,29000.0,10.8,3.34,294
1993,29900.0,9.0,3.0,294
2008,21750.0,7.2,2.59,294
2005,37440.0,8.04,2.89,294
2007,27900.0,7.05,2.47,294
2005,65760.0,5.69,2.18,293
1982,18000.0,6.81,2.44,293
2005,40800.0,8.8,3.0,293
1986,18000.0,7.5,2.3,293
2003,159500.0,13.3,3.95,293
1979,6900.0,9.6,3.0,293
2020,1017600.0,15.55,4.34,292
2020,14976.0,5.76,2.25,292
1950,14599.0,5.5,1.4,292
2013,43200.0,6.99,2.54,292
2005,32900.0,7.14,2.52,292
2021,105600.0,6.71,2.5,292
2007,155000.0,13.8,4.15,291
2008,22560.0,6.03,2.44,291
1994,124900.0,13.0,4.16,291
1973,20500.0,10.0,3.25,291
2020,31800.0,12.5,4.2,290
2017,236160.0,11.5,3.0,290
2000,4662500.0,9.45,3.2,290
2020,69984.0,6.06,2.36,290
2016,96500.0,7.8,2.3,290
1968,6500.0,8.0,2.1,289
2006,28800.0,6.52,2.54,289
2020,11136.0,4.75,1.95,289
2009,135000.0,11.82,3.5,289
2006,172000.0,13.1,3.9,289
1978,14500.0,100.0,3.2,289
1993,43200.0,7.76,3.07,289
2020,20448.0,5.65,2.3,289
1990,39500.0,9.5,3.5,288
2018,30720.0,5.65,2.2,288
1984,4752.0,6.0,1.62,288
1973,9000.0,4.63,1.77,288
2020,8300.0,5.2,1.92,288
2005,89000.0,10.0,3.4,288
2000,172800.0,11.46,3.78,287
2012,290000.0,14.63,4.43,287
2007,25000.0,6.0,2.0,287
2018,9800.0,5.6,2.16,287
2020,62665.0,7.45,2.54,286
2019,266703.36,8.85,2.62,286
1993,28500.0,7.2,2.5,286
1980,7450.0,7.85,2.85,286
2015,185000.0,10.5,2.99,286
2018,276480.0,11.0,2.99,285
2019,14200.0,5.68,1.99,285
1994,28704.0,8.26,2.7,285
1990,18912.0,7.55,2.51,285
2015,160000.0,13.0,4.0,285
1979,100000.0,18.17,5.15,285
2020,3410000.0,20.54,5.29,285
2021,58635.84,6.0,2.5,285
1985,19200.0,7.8,2.59,284
1965,24000.0,6.0,1.9,284
2020,112330.0,8.9,2.99,284
2005,34000.0,7.92,2.59,284
1988,11000.0,6.3,2.34,284
2004,128000.0,10.0,3.35,284
2019,12432.0,5.3,2.39,284
2020,173320.0,10.4,2.99,284
2008,195000.0,10.5,3.0,283
2019,36432.0,6.58,2.38,283
1992,13000.0,7.0,2.66,282
2006,105600.0,9.5,3.0,282
1993,94080.0,7.56,2.0,282
2018,1390000.0,19.03,5.15,281
1971,8000.0,7.0,2.35,281
1996,45000.0,9.86,3.24,281
1981,2946700.0,10.34,3.25,281
1986,21500.0,7.0,2.45,281
2010,92000.0,7.35,2.45,281
1997,14000.0,9.15,3.0,281
2020,51922.56,7.15,2.48,281
2020,46800.0,8.1,2.7,281
1984,19900.0,8.15,2.9,280
2016,45600.0,6.55,2.55,280
1976,9024.0,5.85,2.3,280
2018,72050.0,6.82,2.51,280
2003,1975000.0,33.48,7.1,280
2019,228528.0,9.3,2.2,280
2003,399000.0,20.33,5.08,280
1996,77000.0,11.58,2.49,280
2002,21000.0,6.32,2.44,280
2010,115000.0,11.9,3.96,280
1995,124800.0,7.4,2.45,280
1984,32640.0,10.8,3.1,280
2020,49900.0,5.6,1.95,279
2010,51765.0,12.0,2.5,279
2020,115104.0,7.6,2.45,279
1978,10900.0,6.74,2.32,279
2012,4300000.0,27.96,6.23,279
2020,430000.0,11.33,3.4,279
2000,249600.0,9.45,2.8,279
1997,89000.0,11.14,3.5,279
2018,33408.0,5.6,2.25,279
2020,125078.4,8.15,2.55,278
2020,160000.0,8.95,2.99,278
1995,25900.0,8.05,2.59,278
2020,159974.4,7.48,2.58,278
1968,5280.0,4.05,1.58,278
2013,43200.0,6.96,2.78,277
2007,175000.0,14.0,4.1,277
2003,25000.0,7.81,2.5,277
2020,154000.0,9.19,3.1,277
1989,75000.0,11.4,3.7,277
1972,6590.0,5.5,1.9,277
2017,388000.0,11.0,5.0,277
2020,119000.0,7.48,2.56,277
2007,144000.0,9.85,3.35,277
2018,350000.0,13.29,3.99,276
1996,28320.0,8.43,2.62,276
2018,729000.0,16.2,4.46,276
2011,480000.0,16.21,4.9,276
2020,38947.2,7.15,2.45,275
1978,19500.0,10.3,3.1,275
1986,7900.0,5.5,2.2,275
2017,89999.0,6.1,2.49,275
2010,220704.0,10.78,3.35,275
2004,98800.0,10.49,3.45,275
1991,129000.0,18.0,5.43,274
2004,325000.0,13.44,3.88,274
2016,55900.0,7.43,2.81,274
2020,45984.0,6.74,2.46,274
1995,73440.0,13.8,3.85,274
2020,66278.4,6.82,2.45,274
1961,129500.0,6.47,2.16,274
2019,10944.0,4.95,1.9,274
2013,750000.0,13.4,3.88,273
1995,23904.0,9.25,2.65,273
2019,13000.0,6.28,2.3,273
2005,6900.0,5.44,2.1,273
1985,20000.0,9.9,3.3,273
2019,97733.0,8.0,2.54,273
2010,19500.0,5.0,2.27,273
1990,28900.0,7.1,2.5,273
1986,114048.0,11.6,3.7,273
2020,12384.0,5.0,1.9,273
2009,69000.0,9.0,3.0,273
2003,23000.0,6.83,2.5,272
1985,27500.0,9.7,3.25,272
1997,33900.0,9.5,3.0,272
2000,25000.0,8.23,2.6,272
2008,310000.0,16.0,4.5,272
2020,27499.0,5.5,2.29,272
1985,2611000.0,10.0,3.5,272
2020,50937.6,6.23,2.4,272
1986,249900.0,16.05,4.8,272
2019,18800.0,6.42,2.38,272
2019,225000.0,11.2,3.3,272
2007,498000.0,15.37,2.38,271
2007,49500.0,8.0,2.0,271
2020,75600.0,7.88,2.55,271
2019,44160.0,6.43,2.5,271
2006,25000.0,7.65,2.5,271
2019,475200.0,11.49,3.49,271
1996,26500.0,8.95,2.7,270
2002,135000.0,12.19,3.81,270
2003,430000.0,18.05,4.72,270
1982,45000.0,9.5,2.71,270
2020,52000.0,6.77,2.54,270
1980,71952.0,7.78,2.85,270
2019,77527.0,6.96,2.5,269
2014,72000.0,7.99,2.5,269
2020,37603.2,6.02,2.34,269
2005,58000.0,10.61,3.66,269
2015,59500.0,7.4,2.78,269
2016,47500.0,7.4,2.85,269
2011,123840.0,9.0,2.67,269
2003,54000.0,10.39,3.1,269
2017,82500.0,10.11,4.5,268
2020,152035.0,9.2,2.95,268
2020,96048.0,8.06,3.0,268
2012,79000.0,9.1,3.3,268
2007,69900.0,8.95,2.98,268
2000,36000.0,7.87,2.59,267
2020,93888.0,6.53,2.59,267
2014,266880.0,11.99,3.66,267
2012,33000.0,7.3,2.78,267
2010,9900000.0,41.7,8.0,267
2020,410000.0,10.87,3.4,267
1993,84384.0,11.4,4.03,267
1997,42900.0,9.58,2.92,267
2015,27000.0,6.9,2.65,267
2020,47995.2,5.7,2.05,267
2018,65000.0,11.0,3.6,267
2012,26000.0,7.31,2.5,266
2013,369000.0,13.9,4.35,266
2018,4300.0,4.37,1.89,266
1961,30000.0,5.45,1.9,266
2018,86400.0,7.35,2.54,266
1993,21120.0,6.77,2.28,265
2000,3715080.0,9.6,3.1,265
1979,14000.0,5.45,2.14,265
2009,53500.0,9.0,2.0,265
1988,975000.0,36.0,7.0,265
1979,45984.0,5.1,2.4,265
2008,299000.0,10.07,2.8,265
2016,35990.0,5.99,2.21,265
2019,28512.0,6.0,2.25,265
2018,171840.0,8.6,2.6,265
1997,167000.0,13.05,4.17,265
1981,4000.0,8.0,2.84,265
2001,160320.0,11.2,3.8,264
2019,25900.0,6.43,2.5,264
1971,7500.0,8.5,2.2,264
1996,13500.0,7.0,2.0,264
2020,489000.0,13.1,4.1,264
1995,88320.0,11.76,3.86,263
2019,9686.4,4.4,1.75,263
2017,12288.0,4.3,1.7,263
1992,22500.0,8.8,2.8,263
1998,17568.0,7.3,2.56,263
2020,22521.6,5.07,2.12,262
2006,13500.0,6.5,2.44,262
2008,11898700.0,13.6,4.25,262
2019,69900.0,7.1,2.57,262
2019,25390.0,6.15,2.3,261
1985,52800.0,9.5,2.97,261
1972,99000.0,14.64,4.0,261
2003,19490.0,5.89,2.37,261
2017,240000.0,10.6,3.45,261
2018,1690000.0,19.17,4.87,261
1982,19990.0,13.8,3.2,261
2011,77500.0,8.5,2.99,261
1997,46800.0,9.1,3.05,261
2008,128000.0,11.88,3.05,260
2019,195840.0,9.15,3.1,260
2020,24672.0,6.28,2.24,260
2020,80000.0,8.0,4.3,260
2008,110000.0,11.87,3.74,260
2017,99000.0,7.0,2.5,260
1926,37000.0,7.32,1.95,260
1995,24900.0,5.0,2.0,260
2010,26400.0,9.94,3.1,260
2015,16900.0,5.7,2.35,259
2020,35520.0,5.8,2.03,259
2014,89500.0,8.68,2.59,259
2020,64879.0,8.48,2.7,259
1992,27000.0,9.3,2.9,259
2015,8800000.0,43.0,8.14,259
2018,23097.6,5.5,1.65,259
2017,275000.0,11.7,3.66,259
2001,49900.0,9.79,3.26,258
1988,41000.0,8.16,2.8,258
2001,430000.0,22.9,5.43,258
2019,97631.0,7.6,2.56,258
2020,177090.0,7.99,2.95,258
1990,8832.0,5.18,2.18,258
2015,415000.0,13.25,4.16,258
2006,119900.0,12.25,3.68,258
2017,249000.0,9.99,3.3,258
2021,120480.0,7.21,2.59,258
2020,38304.0,6.55,2.5,258
2009,490000.0,18.6,7.7,257
2007,52704.0,8.99,2.8,257
2019,43872.0,5.73,2.29,257
2007,86956.5,9.8,3.18,257
1996,22900.0,7.83,2.5,257
2020,275000.0,9.85,3.25,257
2018,75000.0,7.84,2.55,256
2020,50880.0,6.8,2.49,256
2001,50000.0,8.75,2.35,256
1991,10560.0,6.18,2.42,256
2020,101664.0,6.61,2.5,256
2004,40000.0,8.38,2.7,256
2020,89280.0,7.65,2.54,256
2020,58214.4,6.99,2.55,256
2020,111350.0,8.9,2.84,256
2020,9990.0,5.3,2.1,256
1995,129600.0,12.39,3.84,255
1996,3648.0,4.41,1.71,255
2014,124900.0,8.3,2.85,255
2020,10999.0,5.1,2.1,255
2019,105000.0,9.2,2.95,255
1991,58000.0,10.4,3.6,255
2019,17232.0,4.45,1.85,255
2009,320000.0,14.99,4.29,255
2014,17900.0,5.25,2.33,254
2008,47500.0,9.14,2.78,254
2020,158350.0,8.1,2.56,254
2003,199500.0,15.0,4.0,254
1990,18700.0,6.5,2.4,254
2021,72797.76,6.2,2.6,254
1987,11000.0,7.62,2.97,254
1992,20500.0,6.0,2.3,254
2011,55000.0,9.11,2.95,254
2020,47040.0,5.8,2.03,254
1984,38208.0,5.3,2.15,254
2007,85000.0,11.4,3.68,254
1920,5000.0,6.5,1.55,253
2008,30000.0,8.01,2.85,253
2007,122880.0,10.53,2.98,253
2007,210000.0,12.35,3.65,253
1989,73950.0,13.41,3.08,253
1972,34990.0,10.0,3.32,253
2001,75000.0,10.0,3.5,253
1976,15500.0,9.5,3.2,253
2003,79000.0,9.3,3.15,252
2002,1995000.0,33.48,7.1,252
2017,47990.4,6.98,2.53,252
2020,28500.0,7.65,2.48,252
2020,275445.0,9.46,3.24,252
1975,20000.0,7.5,2.5,252
2009,12900.0,5.5,2.08,251
2018,39900.0,7.65,2.55,251
1996,41900.0,10.0,3.0,251
2017,2083650.0,23.1,5.73,251
1989,83520.0,6.8,2.35,251
1979,39000.0,11.68,3.88,251
2008,195000.0,13.49,3.63,251
1994,17900.0,7.4,2.5,251
1988,74880.0,11.0,3.4,251
2010,148000.0,11.42,3.56,251
1979,28000.0,11.68,3.85,250
2016,8500.0,3.1,1.4,250
2019,238000.0,8.75,2.74,250
2020,286080.0,9.78,3.25,250
2020,44772.48,6.3,2.35,250
1992,24000.0,10.0,3.2,249
2020,300036.48,10.56,3.32,249
1999,490000.0,21.56,5.56,249
2020,138810.0,8.15,2.55,249
1998,15000.0,6.7,2.6,249
2000,33900.0,8.46,2.76,249
1994,24900.0,8.46,2.57,249
2012,74800.0,8.8,2.75,249
2011,163000.0,9.7,3.2,248
2020,291150.0,10.9,3.35,248
2015,99000.0,8.74,2.55,248
2010,10000.0,4.7,2.05,248
2005,33900.0,7.9,2.55,248
2019,349000.0,7.9,2.5,248
2019,115200.0,6.93,2.58,248
2004,129000.0,12.1,3.1,248
2009,23999.0,8.0,3.0,248
1963,24500.0,11.0,3.35,248
2019,63006.0,6.45,2.47,248
1991,26000.0,7.92,2.52,247
2009,273600.0,12.85,4.3,247
2020,111925.0,12.0,5.0,247
1965,65000.0,6.1,2.05,247
2008,145000.0,13.0,4.0,247
1976,42950.0,11.8,3.6,247
2007,440640.0,16.1,4.5,247
2020,48374.4,5.99,2.21,247
1963,17400.0,18.59,4.27,247
2020,17481.6,5.83,2.03,247
2013,219840.0,11.0,3.47,247
1987,49900.0,8.08,2.58,247
2006,18500.0,6.9,2.49,247
2010,133440.0,9.8,3.0,246
2020,105119.04,7.0,2.5,246
2016,25950.0,5.02,2.12,246
2018,44064.0,6.2,2.55,246
2020,92140.0,7.48,2.55,246
1979,65000.0,15.0,4.3,246
2008,47040.0,7.46,2.55,246
1974,6999.0,4.2,1.5,246
2005,84000.0,10.4,3.64,246
1991,29900.0,9.98,3.25,246
2019,161280.0,7.88,2.46,246
2019,239040.0,8.24,2.6,245
2000,17000.0,6.7,2.4,245
1910,283200.0,13.3,3.12,245
1962,45000.0,6.1,1.98,245
2007,48000.0,8.3,2.59,245
2017,8544.0,4.75,1.69,245
2005,35000.0,7.49,2.95,245
2000,89000.0,11.06,3.11,245
1992,889000.0,32.0,7.5,245
2013,90000.0,7.6,2.6,245
2020,240000.0,11.5,3.35,245
2020,31488.0,5.3,2.3,245
2006,173000.0,11.76,3.74,245
2016,150000.0,11.2,3.3,245
1992,49900.0,8.75,3.0,244
2001,182400.0,14.65,4.4,244
2009,78000.0,11.75,3.9,244
2009,26900.0,6.5,2.5,244
2020,61500.0,7.5,2.55,244
1995,16900.0,8.53,2.59,244
2020,22848.0,5.7,2.38,244
2004,33900.0,8.0,2.0,244
2019,80900.0,7.4,2.85,244
2020,65990.0,7.48,2.55,244
1981,42000.0,12.18,3.85,244
2019,8544.0,5.0,1.87,244
2014,99800.0,9.05,2.55,244
2007,76500.0,9.45,2.98,244
2004,1900000.0,32.5,6.3,243
2020,6710.4,4.7,1.9,243
2019,508950.0,13.9,4.32,243
1986,11000.0,7.4,2.5,243
1996,19500.0,7.9,2.5,243
2020,18048.0,5.2,2.1,243
2008,839000.0,21.69,5.08,243
2017,119000.0,8.74,2.59,243
1995,47000.0,9.25,3.25,243
2019,98000.0,6.02,2.15,243
1995,15000.0,6.72,2.3,243
2019,268000.0,11.0,2.99,243
2008,49999.0,8.8,2.74,243
2013,38304.0,6.59,2.48,243
1992,85000.0,14.25,4.15,243
2020,129926.4,8.65,2.59,242
2007,42720.0,6.3,2.4,242
1979,2230540.0,12.48,3.85,242
1992,13000.0,8.08,2.58,242
1984,29400.0,7.6,2.8,242
2007,250000.0,13.0,4.22,242
1978,6900.0,7.6,2.6,242
1990,16320.0,7.55,2.51,242
2002,130000.0,13.0,4.05,242
1915,37500.0,15.23,3.0,242
2000,169900.0,12.99,4.16,242
2017,895000.0,11.88,3.5,241
2020,17472.0,4.95,2.03,241
1973,12000.0,7.0,1.9,241
2020,32109.0,6.5,2.16,241
2001,280000.0,13.43,2.9,241
1981,14990.0,8.75,3.1,241
1997,21000.0,8.0,2.59,241
1985,12490.0,8.0,2.5,241
2018,92407.0,7.37,2.54,241
1998,28500.0,8.83,3.04,241
2011,945000.0,17.58,4.9,240
1996,110000.0,14.0,4.3,240
1974,59000.0,12.2,3.75,240
2019,9899.0,4.85,1.82,240
2008,55000.0,9.8,3.05,240
2019,695130.0,15.98,4.48,240
1997,199000.0,15.79,4.5,240
2018,57913.92,6.4,2.4,239
2009,125000.0,9.45,3.25,239
2020,116303.04,7.42,2.5,239
1987,3360.0,4.35,1.75,239
1998,110000.0,13.41,4.11,239
2005,44980.0,8.9,3.05,239
2001,173991.3,18.5,4.59,239
1992,16900.0,7.9,2.9,239
2011,92000.0,10.28,3.59,239
1987,9999.0,8.0,2.3,239
2018,76320.0,6.91,2.48,238
1993,2461054.0,10.08,3.2,238
2012,48000.0,6.15,2.2,238
2018,6720.0,3.2,1.5,238
1971,6528.0,5.6,1.62,238
2000,68000.0,11.24,3.54,238
2008,55900.0,9.75,3.05,238
2008,14950.0,5.55,2.47,238
1995,19500.0,7.36,2.9,238
2021,72136.31999999999,6.2,2.6,237
2005,49800.0,8.12,2.49,237
1995,36000.0,12.7,3.6,237
1961,45000.0,5.6,2.0,237
1970,32500.0,5.8,2.08,237
2019,190000.0,9.35,2.95,237
2008,59000.0,9.9,3.2,237
2007,289000.0,15.67,4.58,237
1978,58000.0,16.7,4.86,236
2006,33600.0,7.48,2.7,236
1995,89000.0,12.01,3.89,236
2007,45000.0,9.2,2.98,236
1993,15500.0,9.2,2.98,236
2017,295000.0,11.28,3.29,236
1997,19900.0,6.9,2.55,236
2001,34990.0,9.0,2.9,236
2020,64490.0,7.1,2.53,236
2003,75000.0,11.95,3.5,236
1956,93000.0,5.7,1.92,236
2020,625000.0,13.16,3.75,236
2017,265000.0,11.99,4.2,236
2018,205000.0,14.99,4.8,236
2016,280000.0,10.86,3.6,236
1988,45000.0,12.5,4.2,236
2019,90000.0,7.4,2.51,235
2020,22080.0,4.75,1.9,235
2008,3500000.0,37.0,7.3,235
2020,118423.0,9.9,3.0,235
1913,12500.0,14.7,3.65,235
2020,19968.0,9.0,1.7,235
1996,19500.0,8.3,2.5,235
2019,7267.2,3.8,1.5,235
1994,12800.0,6.4,2.36,235
2009,49000.0,8.2,2.5,235
2019,16500.0,6.5,3.0,235
2002,30000.0,9.0,3.0,234
2004,55000.0,9.0,3.0,234
2011,59000.0,7.04,2.48,234
2015,65280.0,6.5,2.2,234
2020,47904.0,6.1,2.34,234
2009,245000.0,12.9,4.22,234
2005,58000.0,9.84,3.2,234
2004,96000.0,10.5,3.35,233
2005,20160.0,6.86,2.0,233
2000,145000.0,14.11,4.27,233
2007,59900.0,9.1,2.93,233
1990,29000.0,9.2,3.25,233
2007,89000.0,9.52,3.32,233
2005,25000.0,7.5,2.55,233
1975,25000.0,10.0,3.4,233
2020,49507.2,5.76,2.3,233
1999,49500.0,10.9,3.53,233
1980,11400.0,7.0,2.4,233
1982,9408.0,4.4,1.7,233
2013,35520.0,5.74,2.43,233
2001,89900.0,12.5,3.5,232
2000,122880.0,9.42,2.96,232
2017,84480.0,6.55,2.54,232
1993,8544.0,5.0,1.8,232
2000,250000.0,22.0,5.3,232
1967,53000.0,13.8,3.65,232
2019,93319.0,6.95,2.55,232
2020,21700.0,8.8,3.0,232
2019,13200.0,5.9,2.5,232
1988,23900.0,9.9,3.4,231
1991,69000.0,16.07,4.5,231
2019,12900.0,5.4,2.3,231
1979,25000.0,10.6,3.6,231
1975,249600.0,13.0,3.9,231
2017,27000.0,6.12,2.4,231
2010,46560.0,9.0,2.2,231
2015,649000.0,16.61,4.45,231
2008,790000.0,19.3,5.03,231
2006,90000.0,8.8,3.1,231
2006,280000.0,17.04,4.6,231
2019,777600.0,15.54,4.34,230
2020,190000.0,8.05,3.05,230
2004,29500.0,6.75,2.4,230
1997,5900.0,4.32,1.64,230
1996,34500.0,7.16,2.59,230
2004,1995000.0,32.0,7.0,230
2020,301344.0,9.46,3.22,230
2007,88800.0,5.99,2.18,230
2020,74067.84,7.25,2.57,230
2019,244608.0,9.15,3.1,230
2006,10560.0,7.0,1.9,230
1978,50000.0,12.33,3.36,230
2019,10400.0,5.6,2.35,230
2007,119000.0,10.6,3.46,230
2020,37990.0,6.4,2.45,229
1996,199000.0,17.15,4.3,229
2020,90750.0,11.0,4.2,229
2020,14352.0,5.03,2.08,229
1996,269000.0,18.85,4.8,229
2019,129081.6,7.97,2.56,229
2008,89000.0,10.45,3.45,229
2004,79000.0,10.34,3.5,229
2017,99000.0,8.18,2.6,229
2000,163000.0,13.78,3.8,229
1997,11000.0,6.5,2.4,229
2020,31685.0,5.6,2.23,228
2018,20928.0,4.2,1.75,228
1989,1100000.0,28.2,6.4,228
2002,129000.0,13.2,3.84,228
2016,329000.0,13.79,4.1,228
2020,28032.0,6.28,2.24,228
1980,75840.0,5.9,2.12,228
2010,25000.0,6.6,2.5,228
2020,473304.0,11.7,3.53,228
2008,215000.0,14.35,3.99,228
2020,9945.0,4.44,1.85,228
2020,17219.52,4.9,2.08,228
2020,27900.0,7.52,2.43,227
2020,278000.0,10.25,3.5,227
2006,15000.0,7.15,2.39,227
1977,69000.0,18.0,5.35,227
2020,478080.0,11.4,3.64,227
2011,990000.0,17.6,4.63,227
2004,151680.0,10.94,3.28,227
2020,2000000.0,23.2,6.4,227
2019,97650.0,7.11,2.27,227
2000,21500.0,7.32,2.54,227
1989,30000.0,11.9,3.2,227
1992,35000.0,12.62,3.75,227
1998,990000.0,29.6,6.8,227
1994,370000.0,16.2,4.8,227
2005,45000.0,9.0,3.0,227
2004,6800000.0,38.3,7.5,227
2020,367522.56,9.75,2.97,226
2009,1750000.0,26.01,6.15,226
2017,3203.52,4.0,1.9,226
2018,53000.0,7.15,2.34,226
2018,72960.0,6.8,2.35,226
1996,11000.0,7.03,2.54,226
1976,9999.0,5.6,2.25,226
2007,79900.0,9.45,2.9,226
1996,89000.0,13.4,4.34,226
2018,44746.56,5.4,2.2,226
1980,25500.0,10.0,3.0,226
2015,13900.0,4.57,1.93,226
2006,80000.0,10.6,3.53,225
2012,1700000.0,18.0,5.5,225
2020,22500.0,5.4,2.55,225
2017,121500.0,10.8,3.5,225
1981,58500.0,14.35,3.97,225
2002,595000.0,19.3,5.0,225
2018,10800000.0,35.2,7.35,225
2007,69000.0,8.95,2.98,225
1975,14900.0,10.3,3.0,225
1986,66048.0,6.86,2.35,225
2020,156000.0,11.0,4.4,225
1981,64500.0,10.72,3.68,225
2004,145000.0,11.5,3.6,225
1988,13000.0,7.55,2.75,225
2001,31900.0,6.7,2.5,225
2020,26620.0,6.1,2.33,224
1983,720000.0,9.0,3.2,224
2009,196000.0,13.2,4.8,224
1993,15000.0,5.9,2.35,224
2007,120000.0,11.01,3.5,224
1985,12500.0,7.6,2.5,224
1975,270000.0,24.0,5.0,224
2010,7422700.0,9.99,3.49,224
2005,359000.0,18.8,4.75,224
2018,49000.0,6.5,2.5,224
2008,188160.0,12.0,3.8,224
2020,7490.0,4.62,1.87,224
1979,1380100.0,9.3,3.25,224
1996,26000.0,7.9,2.5,224
2005,139000.0,11.93,3.5,223
2010,70000.0,8.5,2.99,223
2020,91999.0,8.91,2.98,223
1999,7000.0,5.22,2.28,223
2020,45990.0,6.6,2.53,223
2020,13999.0,5.55,2.29,223
2000,15000.0,6.3,2.48,223
1997,43456.5,8.61,2.84,223
2019,18528.0,5.1,2.1,223
1986,65000.0,8.5,3.0,222
1910,169000.0,23.0,4.8,222
2019,258000.0,9.99,3.53,222
2008,67900.0,8.13,2.59,222
2020,44244.48,7.13,2.46,222
1990,9408.0,5.2,2.15,222
2020,7670.4,4.01,1.5,222
2003,79500.0,11.28,3.7,222
2020,6690874.0,9.31,2.99,222
2017,38900.0,6.5,2.4,222
2020,48134.4,6.2,2.4,222
2020,17568.0,5.46,1.92,222
1992,39900.0,8.3,2.5,222
2007,89900.0,10.2,3.2,222
1997,13500.0,6.4,2.54,222
2020,44656.32,7.15,2.45,222
1973,22990.0,10.0,3.65,222
2007,495000.0,23.85,5.65,222
2018,8500.0,5.53,2.18,221
2017,399000.0,14.3,4.1,221
2020,24883.2,4.85,1.95,221
1988,69500.0,11.6,3.75,221
2002,36000.0,8.53,2.59,221
2000,145000.0,11.15,5.1,221
2000,39000.0,9.74,3.1,221
2016,49900.0,6.8,2.49,221
2007,147899.13,13.49,3.63,221
1996,179500.0,19.0,4.0,221
2009,20000.0,7.22,2.38,221
2012,79900.0,8.6,2.96,221
2006,1250000.0,34.44,7.22,221
2008,489000.0,16.02,4.94,221
2014,170000.0,10.8,3.59,220
2010,14850000.0,44.7,8.5,220
2016,10500000.0,36.5,7.6,220
1992,39900.0,9.0,3.0,220
2010,1100000.0,22.26,5.4,220
